Graph#,dirname,filename,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
30,ants_proximity_weighted,N30_ant_mersch_col1_day31.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,80,1882,0.596,71,47.05,11.863,0.252,-0.764,318.5,162.792,0.511,6.769,8.016,1.184,867,0.096,0.005,0.004,0.02585381,0.014,0.011,0.050402799,0.732,0.037,0.718,0.153,0.5,0.306,0.653560043,2,40,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
31,ants_proximity_weighted,N31_ant_mersch_col1_day32.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,56,1090,0.708,50,38.929,8.76,0.225,-2.25,248.464,129.122,0.52,6.383,7.257,1.137,608,0.01,0.006,0.004,0.025236238,0.019,0.015,0.060331356,0.795,0.057,0.786,0.09,0.497,0.181,0.593571447,2,28,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
32,ants_proximity_weighted,N32_ant_mersch_col1_day33.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,56,1082,0.703,49,38.643,9.025,0.234,-1.931,262.679,117.573,0.448,6.798,8.013,1.179,572,-0.009,0.006,0.006,0.046451081,0.019,0.015,0.084624793,0.782,0.056,0.788,0.09,0.499,0.18,0.591495041,2,28,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
33,ants_proximity_weighted,N33_ant_mersch_col1_day34.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,56,1118,0.726,52,39.929,9.691,0.243,-2.133,304.214,129.901,0.427,7.619,8.919,1.171,610,-0.009,0.005,0.007,0.04908584,0.021,0.022,0.115254748,0.816,0.041,0.82,0.082,0.499,0.164,0.582283553,2,28,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
34,ants_proximity_weighted,N34_ant_mersch_col1_day35.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,56,1210,0.786,52,43.214,9.302,0.215,-2.54,356.286,167.766,0.471,8.245,8.845,1.073,834,0.001,0.004,0.004,0.022716496,0.021,0.022,0.091436126,0.871,0.071,0.863,0.063,0.499,0.126,0.56364009,2,28,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
35,ants_proximity_weighted,N35_ant_mersch_col1_day36.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,56,1083,0.703,51,38.679,10.089,0.261,-1.807,284.679,122.699,0.431,7.36,8.379,1.138,629,0.08,0.006,0.007,0.045788003,0.021,0.02,0.107921882,0.831,0.054,0.819,0.087,0.622,0.14,0.464445454,3,18.66666667,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
36,ants_proximity_weighted,N36_ant_mersch_col1_day37.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,55,1158,0.78,53,42.109,8.327,0.198,-2.035,395.491,179.993,0.455,9.392,10.107,1.076,750,0.004,0.004,0.003,0.015537161,0.022,0.027,0.1320894,0.859,0.055,0.849,0.075,0.497,0.151,0.577721455,2,27.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
37,ants_proximity_weighted,N37_ant_mersch_col1_day38.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,56,1134,0.736,51,40.5,9.466,0.234,-2.436,351.321,173.068,0.493,8.675,9.852,1.136,691,0,0.005,0.005,0.038502262,0.02,0.023,0.120405511,0.815,0.059,0.823,0.074,0.5,0.148,0.574074074,2,28,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
38,ants_proximity_weighted,N38_ant_mersch_col1_day39.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,55,1106,0.745,52,40.218,8.285,0.206,-2.067,326.509,165.809,0.508,8.118,9.668,1.191,804,-0.013,0.005,0.003,0.016963867,0.02,0.017,0.066343952,0.823,0.046,0.813,0.075,0.594,0.126,0.481918996,3,18.33333333,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
39,ants_proximity_weighted,N39_ant_mersch_col1_day40.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,55,1094,0.737,50,39.782,7.924,0.199,-1.7,321.927,140.387,0.436,8.092,9.419,1.164,696,-0.029,0.005,0.003,0.012638743,0.02,0.019,0.088735868,0.809,0.057,0.801,0.083,0.497,0.167,0.58592054,2,27.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
40,ants_proximity_weighted,N40_ant_mersch_col1_day41.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,55,1129,0.76,52,41.055,7.709,0.188,-1.847,302.909,129.283,0.427,7.378,7.864,1.066,595,-0.006,0.005,0.003,0.0128943,0.019,0.02,0.111963091,0.83,0.068,0.821,0.086,0.49,0.176,0.596096146,2,27.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
41,ants_proximity_weighted,N41_ant_mersch_col2_day01.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,6591,0.774,128,100.626,16.995,0.169,-1.722,836.305,337.695,0.404,8.311,9.558,1.15,2074,0.022,0.002,0.001,0.003929347,0.008,0.006,0.024751619,0.833,0.035,0.828,0.082,0.49,0.167,0.592322595,2,65.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
42,ants_proximity_weighted,N42_ant_mersch_col2_day02.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,6464,0.759,128,98.687,18.036,0.183,-1.765,887.511,366.723,0.413,8.993,9.803,1.09,3059,0.029,0.002,0.001,0.004702332,0.008,0.006,0.036807794,0.828,0.033,0.822,0.088,0.489,0.18,0.598236525,2,65.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
43,ants_proximity_weighted,N43_ant_mersch_col2_day03.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,6497,0.763,124,99.191,16.949,0.171,-1.569,835.206,348.791,0.418,8.42,10.611,1.26,2214,0.015,0.002,0.001,0.003787328,0.008,0.006,0.036817691,0.821,0.023,0.817,0.083,0.491,0.169,0.592118483,2,65.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
44,ants_proximity_weighted,N44_ant_mersch_col2_day04.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,6198,0.728,125,94.626,18.331,0.194,-1.566,762.916,282.735,0.371,8.062,9.09,1.128,1955,0.036,0.002,0.001,0.005304565,0.008,0.005,0.023160004,0.806,0.021,0.799,0.101,0.495,0.204,0.606001643,2,65.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
45,ants_proximity_weighted,N45_ant_mersch_col2_day05.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,5926,0.696,123,90.473,18.948,0.209,-1.514,709.145,257.089,0.363,7.838,9.145,1.167,1525,0.022,0.002,0.001,0.005353826,0.008,0.005,0.031343541,0.781,0.018,0.773,0.099,0.49,0.202,0.60884429,2,65.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
46,ants_proximity_weighted,N46_ant_mersch_col2_day06.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,5960,0.7,127,90.992,19.14,0.21,-1.348,696.779,260.347,0.374,7.658,8.346,1.09,1585,-0.001,0.002,0.001,0.007108178,0.008,0.004,0.022099729,0.786,0.03,0.777,0.106,0.497,0.213,0.609398427,2,65.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
47,ants_proximity_weighted,N47_ant_mersch_col2_day07.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,6293,0.739,129,96.076,20.351,0.212,-1.692,792.458,384.371,0.485,8.248,9.061,1.099,3730,-0.009,0.002,0.001,0.007880515,0.008,0.005,0.023191118,0.822,0.032,0.814,0.077,0.496,0.155,0.58128282,2,65.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
48,ants_proximity_weighted,N48_ant_mersch_col2_day08.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,6078,0.714,127,92.794,20.159,0.217,-1.402,775.786,362.833,0.468,8.36,8.959,1.072,3221,0.024,0.002,0.001,0.006483921,0.008,0.005,0.035831633,0.804,0.031,0.796,0.091,0.482,0.189,0.609081233,2,65.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
49,ants_proximity_weighted,N49_ant_mersch_col2_day09.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,6375,0.749,128,97.328,18.934,0.195,-1.662,861.359,339.887,0.395,8.85,9.459,1.069,2939,0.027,0.002,0.001,0.005216946,0.008,0.006,0.031254864,0.823,0.048,0.817,0.079,0.487,0.162,0.591844623,2,65.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
50,ants_proximity_weighted,N50_ant_mersch_col2_day10.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,5679,0.667,124,86.702,21.787,0.251,-1.408,706.87,268.615,0.38,8.153,9.657,1.184,2125,0.071,0.003,0.002,0.011658454,0.008,0.006,0.041148323,0.79,0.028,0.778,0.109,0.503,0.217,0.606622914,3,43.66666667,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
51,ants_proximity_weighted,N51_ant_mersch_col2_day11.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,5704,0.67,125,87.084,20.772,0.239,-1.354,678.198,302.88,0.447,7.788,9.363,1.202,2297,0.008,0.003,0.002,0.007295732,0.008,0.006,0.045082328,0.774,0.041,0.762,0.097,0.598,0.162,0.498772616,3,43.66666667,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
52,ants_proximity_weighted,N52_ant_mersch_col2_day12.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,111,3808,0.624,99,68.613,16.63,0.242,-0.934,494.793,202.373,0.409,7.211,7.659,1.062,1590,0.067,0.003,0.002,0.01418181,0.01,0.008,0.040185517,0.745,0.033,0.731,0.129,0.492,0.262,0.637076235,2,55.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
53,ants_proximity_weighted,N53_ant_mersch_col2_day13.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,111,3929,0.644,104,70.793,16.233,0.229,-1.118,503.315,206.322,0.41,7.11,8.393,1.18,1284,0.077,0.003,0.002,0.011900978,0.009,0.007,0.03983135,0.756,0.022,0.743,0.129,0.479,0.269,0.649527241,2,55.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
54,ants_proximity_weighted,N54_ant_mersch_col2_day14.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,111,3930,0.644,107,70.811,17.271,0.244,-0.999,521.333,216.973,0.416,7.362,9.426,1.28,1455,0.035,0.003,0.002,0.014778324,0.009,0.008,0.042036814,0.761,0.027,0.744,0.113,0.486,0.233,0.62747924,2,55.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
55,ants_proximity_weighted,N55_ant_mersch_col2_day15.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,111,3972,0.651,104,71.568,18.283,0.255,-1.266,569.514,225.942,0.397,7.958,9.695,1.218,1282,0.104,0.003,0.003,0.013012164,0.01,0.007,0.043323828,0.783,0.037,0.769,0.117,0.631,0.185,0.485394852,3,37,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
